type;brick;family;classe;segment;FamilyId;OperationCode;OperationId
doudoune sans manches;"Vestes/Manteaux/Cardigans/Gilets ";Vêtements pour le Haut du Corps;Vêtements;Vêtements;10263503;CDSPORTS3;67015
blazer;"Vestes/Manteaux/Cardigans/Gilets ";Vêtements pour le Haut du Corps;Vêtements;Vêtements;10183209;BERSHKA34;66102
bottes;Chaussures classiques;Chaussures Polyvalentes;Chaussures;Chaussures;8715711;ALUXE15;58416
ceinture élastique;"Ceintures/Bretelles ";Accessoires Vestimentaires;Vêtements;Vêtements;10183845;BERSHKA34;66102
chaussettes d'intérieur;"Chaussettes ";Sous–vêtements;Vêtements;Vêtements;10002335;ISOTONER37;65406
imperméable;"Vestes/Manteaux/Cardigans/Gilets ";Vêtements pour le Haut du Corps;Vêtements;Vêtements;10246759;LEGEA1;66871
porte-étiquettes;Accessoires Pour Bagages/Sacs Personnels/Parapluies;Sacs personnels/Bagages/Parapluies;Accessoires Corporels;Accessoires corporels;10255674;LIPAULT6;66932
sac de voyage;Bagages / Valises / Porte-Vêtements;Sacs personnels/Bagages/Parapluies;Accessoires Corporels;Accessoires corporels;9437939;ALUGGAGE4;61628
slip de bain;Maillot de bain - Bas;Balnéaire;Vêtements;Vêtements;10626058;BERSHKA35;68401
slip de bain noué sur les côtés;Maillot de bain - Bas;Balnéaire;Vêtements;Vêtements;10626050;BERSHKA35;68401
soutien-gorge push-up;Maillot de bain - Haut;Balnéaire;Vêtements;Vêtements;10262595;SLOGGI28;67005
trousse de toilette;Sacs à mains / à bandoulière;Sacs personnels/Bagages/Parapluies;Accessoires Corporels;Accessoires corporels;10122999;BLOLA13;65081
veste courte;"Vestes/Manteaux/Cardigans/Gilets ";Vêtements pour le Haut du Corps;Vêtements;Vêtements;10063369;HELIUM1;65725
cadenas à combinaison à code;Accessoires Pour Bagages/Sacs Personnels/Parapluies;Sacs personnels/Bagages/Parapluies;Accessoires Corporels;Accessoires corporels;10257056;DELSEY22;66946
chaussures de marche;Sports spécifiques;Chaussures de Sport;Chaussures;Chaussures;9934529;SKECHERS9;64966
"chaussures de tennis ";Sports spécifiques;Chaussures de Sport;Chaussures;Chaussures;7643921;MERRELL13;51527
combinaison;"Combinaisons/Bodies ";Vêtements d’une Pièce;Vêtements;Vêtements;9548768;CHARLISE3;62749
culotte;"Culottes/Boxer/Caleçons ";Sous–vêtements;Vêtements;Vêtements;10340354;ETAM57;67392
mouchoir de poche;"Écharpes/Cravates/Foulards ";Accessoires Vestimentaires;Vêtements;Vêtements;10080353;FACONNABLE43;60705
pantalon chino;Pantalons/Shorts;Vêtements pour le Bas du Corps;Vêtements;Vêtements;10031858;BBROTHERS15;65571
salomés;Chaussures classiques;Chaussures Polyvalentes;Chaussures;Chaussures;8907007;ANDREACONTI3;59561
soutien-gorge;Maillot de bain - Haut;Balnéaire;Vêtements;Vêtements;10333572;BMOON39;67351
trousse;Sacs à mains / à bandoulière;Sacs personnels/Bagages/Parapluies;Accessoires Corporels;Accessoires corporels;9606386;BRIHL14;63029
valise cabine;Bagages / Valises / Porte-Vêtements;Sacs personnels/Bagages/Parapluies;Accessoires Corporels;Accessoires corporels;10342163;ALPINI1;67404
bottines;Chaussures classiques;Chaussures Polyvalentes;Chaussures;Chaussures;9465855;AFERMANI3;62238
bottines;Chaussures classiques;Chaussures Polyvalentes;Chaussures;Chaussures;9470968;AS984;62165
chaussons;Chaussures d'Intérieur – Entièrement Fermées;Chaussures d'Intérieur;Chaussures;Chaussures;10407834;KITZPICHLER4;67683
chaussures montantes;Bottes;Chaussures Polyvalentes;Chaussures;Chaussures;6986015;PABLOSKY21;49023
chemise;Chemises/Chemisiers/Polos/T-shirts;Vêtements pour le Haut du Corps;Vêtements;Vêtements;10183633;BERSHKA34;66102
culotte de bain;Maillot de bain - Bas;Balnéaire;Vêtements;Vêtements;10278251;JROBIN7;67115
sac de voyage;Bagages / Valises / Porte-Vêtements;Sacs personnels/Bagages/Parapluies;Accessoires Corporels;Accessoires corporels;10257076;DELSEY22;66946
soutien-gorge balconnet;"Soutiens–gorge/Guêpières/Corsets ";Sous–vêtements;Vêtements;Vêtements;10262342;KOOKAI73;67003
top;Chemises/Chemisiers/Polos/T-shirts;Vêtements pour le Haut du Corps;Vêtements;Vêtements;10183578;BERSHKA34;66102
trousse;Trousses / Mallettes de Toilette;Sacs personnels/Bagages/Parapluies;Accessoires Corporels;Accessoires corporels;10357396;MPTRIBU1;67454
t-shirt;Hauts de Nuit/Robes et Chemises de Nuit;Vêtements de Nuit;Vêtements;Vêtements;10108732;LACOSTE38;65970
écharpe;"Écharpes/Cravates/Foulards ";Accessoires Vestimentaires;Vêtements;Vêtements;9548797;CHARLISE3;62749
gilet;"Vestes/Manteaux/Cardigans/Gilets ";Vêtements pour le Haut du Corps;Vêtements;Vêtements;10183393;BERSHKA34;66102
mocassins;Chaussures classiques;Chaussures Polyvalentes;Chaussures;Chaussures;9945056;ADELLACQUA3;64988
pantalon;"Pantalons/Shorts de Nuit ";Vêtements de Nuit;Vêtements;Vêtements;10340598;ETAM57;67392
parka;"Vestes/Manteaux/Cardigans/Gilets ";Vêtements pour le Haut du Corps;Vêtements;Vêtements;9548786;CHARLISE3;62749
porte-documents;Sacs à mains / à bandoulière;Sacs personnels/Bagages/Parapluies;Accessoires Corporels;Accessoires corporels;9991708;ANTONYME4;65339
babies;Chaussures classiques;Chaussures Polyvalentes;Chaussures;Chaussures;9413097;AYNEOSENS9;61253
bermuda;Pantalons/Shorts;Vêtements pour le Bas du Corps;Vêtements;Vêtements;10258113;ADAGATTI7;66955
chapeau;Chapeaux/Casquettes/Bonnets;Accessoires Vestimentaires;Vêtements;Vêtements;10183943;BERSHKA34;66102
chaussures montantes;Bottes;Chaussures Polyvalentes;Chaussures;Chaussures;5314396;PABLOSKY17;39589
guêpière;"Soutiens–gorge/Guêpières/Corsets ";Sous–vêtements;Vêtements;Vêtements;10016094;MAISONLEJABY11;65441
pull;"Sweat-shirts/Pulls ";Vêtements pour le Haut du Corps;Vêtements;Vêtements;9428194;VANS29;61939
sac de plage;Sacs à mains / à bandoulière;Sacs personnels/Bagages/Parapluies;Accessoires Corporels;Accessoires corporels;10156577;KEUROSWAN19;64598
sandales;Chaussures classiques;Chaussures Polyvalentes;Chaussures;Chaussures;10240362;ARCHE12;66841
sandales à talons compensés;Chaussures classiques;Chaussures Polyvalentes;Chaussures;Chaussures;8869498;BUFFALO28;59369
slip de bain noué sur les côtés;Maillot de bain - Bas;Balnéaire;Vêtements;Vêtements;10333421;BMOON39;67351
besace;Sacs à mains / à bandoulière;Sacs personnels/Bagages/Parapluies;Accessoires Corporels;Accessoires corporels;9447967;BATA16;61779
body gainant;"Sous–vêtements d’une Pièce ";Sous–vêtements;Vêtements;Vêtements;10250948;NEWNESS1;66900
débardeur;Chemises/Chemisiers/Polos/T-shirts;Vêtements pour le Haut du Corps;Vêtements;Vêtements;9989852;BONOBO10;65335
housse pour ordinateur;Porte-Documents;Sacs personnels/Bagages/Parapluies;Accessoires Corporels;Accessoires corporels;10411958;VICTORINOX5;67592
pantacourt;Pantalons/Shorts;Vêtements pour le Bas du Corps;Vêtements;Vêtements;10314582;CHERVO21;67275
polaire;"Sweat-shirts/Pulls ";Vêtements pour le Haut du Corps;Vêtements;Vêtements;10483946;FREDDY9;67999
trousse;Trousses / Mallettes de Toilette;Sacs personnels/Bagages/Parapluies;Accessoires Corporels;Accessoires corporels;10156383;KEUROSWAN19;64598
robe longue;"Robes/combinaisons ";Vêtements d’une Pièce;Vêtements;Vêtements;10065887;BANBAT3;65749
sac banane;Sacs à mains / à bandoulière;Sacs personnels/Bagages/Parapluies;Accessoires Corporels;Accessoires corporels;10342308;MAVILUGGAGE9;67405
sac de voyage;Bagages / Valises / Porte-Vêtements;Sacs personnels/Bagages/Parapluies;Accessoires Corporels;Accessoires corporels;10342115;ALPINI1;67404
sandales compensées;Chaussures classiques;Chaussures Polyvalentes;Chaussures;Chaussures;7019740;CASTANER16;48820
short;Pantalons/Shorts;Vêtements pour le Bas du Corps;Vêtements;Vêtements;10065786;BANBAT3;65749
soutien-gorge push-up;Maillot de bain - Haut;Balnéaire;Vêtements;Vêtements;10695342;SSUCRE14;68534
boléro;"Vestes/Manteaux/Cardigans/Gilets ";Vêtements pour le Haut du Corps;Vêtements;Vêtements;10257433;NANOS18;66950
bottes;Chaussures classiques;Chaussures Polyvalentes;Chaussures;Chaussures;8715680;ALUXE15;58416
chaussures de football;Sports spécifiques;Chaussures de Sport;Chaussures;Chaussures;10251416;LOTTO20;66901
"chaussures de golf ";Sports spécifiques;Chaussures de Sport;Chaussures;Chaussures;9934473;SKECHERS9;64966
gants;"Gants/Moufles ";Accessoires Vestimentaires;Vêtements;Vêtements;10002574;ISOTONER37;65406
mocassins;Chaussures classiques;Chaussures Polyvalentes;Chaussures;Chaussures;9945049;ADELLACQUA3;64988
valise moyen séjour;Bagages / Valises / Porte-Vêtements;Sacs personnels/Bagages/Parapluies;Accessoires Corporels;Accessoires corporels;10342158;ALPINI1;67404
soutien-gorge demi-bonnets;"Soutiens–gorge/Guêpières/Corsets ";Sous–vêtements;Vêtements;Vêtements;9707290;ROSY19;63756
soutien-gorge triangle;Maillot de bain - Haut;Balnéaire;Vêtements;Vêtements;10626067;BERSHKA35;68401
tanga de bain;Maillot de bain - Bas;Balnéaire;Vêtements;Vêtements;10333400;BMOON39;67351
tongs;Chaussures classiques;Chaussures Polyvalentes;Chaussures;Chaussures;10378458;ADIDAS67;67600
t-shirt;Chemises/Chemisiers/Polos/T-shirts;Vêtements pour le Haut du Corps;Vêtements;Vêtements;10065948;BANBAT3;65749
valise format weekend;Bagages / Valises / Porte-Vêtements;Sacs personnels/Bagages/Parapluies;Accessoires Corporels;Accessoires corporels;9437974;ALUGGAGE4;61628
nœud papillon;"Écharpes/Cravates/Foulards ";Accessoires Vestimentaires;Vêtements;Vêtements;9720909;HACKETT25;63796
pantoufles;Chaussures d'Intérieur – Partiellement Ouvertes;Chaussures d'Intérieur;Chaussures;Chaussures;9315632;INBLU4;61223
sac;Sacs à mains / à bandoulière;Sacs personnels/Bagages/Parapluies;Accessoires Corporels;Accessoires corporels;9963317;CRUCIANIC1;65133
sac bourse;Sacs à mains / à bandoulière;Sacs personnels/Bagages/Parapluies;Accessoires Corporels;Accessoires corporels;10136106;PMENDIGOTE10;66131
sac cartable;Sacs à mains / à bandoulière;Sacs personnels/Bagages/Parapluies;Accessoires Corporels;Accessoires corporels;10445251;KESSLORD21;67805
sac week-end;Sacs à mains / à bandoulière;Sacs personnels/Bagages/Parapluies;Accessoires Corporels;Accessoires corporels;9991697;ANTONYME4;65339
babies;Chaussures classiques;Chaussures Polyvalentes;Chaussures;Chaussures;9248311;ARCHE11;61038
ballerines;Chaussures classiques;Chaussures Polyvalentes;Chaussures;Chaussures;10374453;ABRILFLOWERS1;67561
bottes de pluie;Chaussures classiques;Chaussures Polyvalentes;Chaussures;Chaussures;6007328;MINIMELISSA1;44411
bottines;Chaussures classiques;Chaussures Polyvalentes;Chaussures;Chaussures;8868956;ALEXANDER1;59367
bustier;"Soutiens–gorge/Guêpières/Corsets ";Sous–vêtements;Vêtements;Vêtements;10340658;ETAM57;67392
gilet sans manches;"Vestes/Manteaux/Cardigans/Gilets ";Vêtements pour le Haut du Corps;Vêtements;Vêtements;10183826;BERSHKA34;66102
soutien-gorge balconnet;"Soutiens–gorge/Guêpières/Corsets ";Sous–vêtements;Vêtements;Vêtements;10340635;ETAM57;67392
tanga;"Culottes/Boxer/Caleçons ";Sous–vêtements;Vêtements;Vêtements;10341027;ETAM57;67392
tanga de bain;Maillot de bain - Bas;Balnéaire;Vêtements;Vêtements;10333349;BMOON39;67351
t-shirt;Chemises/Chemisiers/Polos/T-shirts;Vêtements pour le Haut du Corps;Vêtements;Vêtements;10065938;BANBAT3;65749
housse pour tablette;Porte-Documents;Sacs personnels/Bagages/Parapluies;Accessoires Corporels;Accessoires corporels;10802904;PIQUADRO31;69045
manteau;"Vestes/Manteaux/Cardigans/Gilets ";Vêtements pour le Haut du Corps;Vêtements;Vêtements;10183068;BERSHKA34;66102
mules;Chaussures classiques;Chaussures Polyvalentes;Chaussures;Chaussures;10300443;AGUARDIANI14;67257
pantoufles;Chaussures d'Intérieur – Partiellement Ouvertes;Chaussures d'Intérieur;Chaussures;Chaussures;9315642;INBLU4;61223
sac ceinture;Sacs à mains / à bandoulière;Sacs personnels/Bagages/Parapluies;Accessoires Corporels;Accessoires corporels;8645955;ARTNATURAL15;58061
slip de bain brésilien;Maillot de bain - Bas;Balnéaire;Vêtements;Vêtements;10626056;BERSHKA35;68401
caleçon technique;"Vêtements de Sport – Vêtements pour le Bas du Corps ";Vêtements de Sport;Vêtements;Vêtements;10484016;FREDDY9;67999
chaussures;Chaussures classiques;Chaussures Polyvalentes;Chaussures;Chaussures;10492475;ADIDAS67;67600
jupe-culotte;Jupes;Vêtements pour le Bas du Corps;Vêtements;Vêtements;10183887;BERSHKA34;66102
pantacourt de sport;"Vêtements de Sport – Vêtements pour le Bas du Corps ";Vêtements de Sport;Vêtements;Vêtements;10340507;ETAM57;67392
pantoufles;Chaussures d'Intérieur – Partiellement Ouvertes;Chaussures d'Intérieur;Chaussures;Chaussures;9315629;INBLU4;61223
robe de plage;"Robes/combinaisons ";Vêtements d’une Pièce;Vêtements;Vêtements;10333699;BMOON39;67351
top;Chemises/Chemisiers/Polos/T-shirts;Vêtements pour le Haut du Corps;Vêtements;Vêtements;10183591;BERSHKA34;66102
trousse;Sacs à mains / à bandoulière;Sacs personnels/Bagages/Parapluies;Accessoires Corporels;Accessoires corporels;9872597;BORBONESE6;64578
trousse;Trousses / Mallettes de Toilette;Sacs personnels/Bagages/Parapluies;Accessoires Corporels;Accessoires corporels;10156411;KEUROSWAN19;64598
sac shopping;Sacs à mains / à bandoulière;Sacs personnels/Bagages/Parapluies;Accessoires Corporels;Accessoires corporels;9844007;ARUIZ88;64429
sandales;Chaussures d'Intérieur – Partiellement Ouvertes;Chaussures d'Intérieur;Chaussures;Chaussures;10158566;ALUXE18;66300
sandales;Chaussures classiques;Chaussures Polyvalentes;Chaussures;Chaussures;8907010;ANDREACONTI3;59561
soutien-gorge classique;Maillot de bain - Haut;Balnéaire;Vêtements;Vêtements;10262575;SLOGGI28;67005
spartiates;Chaussures classiques;Chaussures Polyvalentes;Chaussures;Chaussures;9850280;ALDO13;64464
sweat;Vêtements de Sport - Vestes/blousons/sweats;Vêtements de Sport;Vêtements;Vêtements;10410955;BIKKEMBERGS38;67701
cape;"Vestes/Manteaux/Cardigans/Gilets ";Vêtements pour le Haut du Corps;Vêtements;Vêtements;9447505;BORBONESE5;62103
chemise de nuit;Hauts de Nuit/Robes et Chemises de Nuit;Vêtements de Nuit;Vêtements;Vêtements;10340323;ETAM57;67392
panier;Sacs à mains / à bandoulière;Sacs personnels/Bagages/Parapluies;Accessoires Corporels;Accessoires corporels;9608572;GIOSEPPO20;63225
porte-clés;Porte Clés;Sacs personnels/Bagages/Parapluies;Accessoires Corporels;Accessoires corporels;9872521;BORBONESE6;64578
porte-monnaie avec bandoulière;Sacs à mains / à bandoulière;Sacs personnels/Bagages/Parapluies;Accessoires Corporels;Accessoires corporels;9722083;HEDGREN2;63812
robe;"Robes/combinaisons ";Vêtements d’une Pièce;Vêtements;Vêtements;10258109;ADAGATTI7;66955
sac à coulisse;Sacs à mains / à bandoulière;Sacs personnels/Bagages/Parapluies;Accessoires Corporels;Accessoires corporels;9954488;BLOLA13;65081
short de bain;Maillot de bain - Bas;Balnéaire;Vêtements;Vêtements;10080456;FACONNABLE43;60705
slip de bain;Maillot de bain - Bas;Balnéaire;Vêtements;Vêtements;10333729;BMOON39;67351
soutien-gorge triangle;Maillot de bain - Haut;Balnéaire;Vêtements;Vêtements;10333586;BMOON39;67351
top;Vêtements de Sport - Top/T-shirt/polo/chemise;Vêtements de Sport;Vêtements;Vêtements;10246515;LEGEA1;66871
top;Chemises/Chemisiers/Polos/T-shirts;Vêtements pour le Haut du Corps;Vêtements;Vêtements;10065717;BANBAT3;65749
bottes;Bottes;Chaussures Polyvalentes;Chaussures;Chaussures;9592091;ALMAENPENA6;63070
bottes;Bottes;Chaussures Polyvalentes;Chaussures;Chaussures;9592101;ALMAENPENA6;63070
bottes après-ski;Chaussures classiques;Chaussures Polyvalentes;Chaussures;Chaussures;9069270;ANTISSHOES3;60553
bottines;Chaussures classiques;Chaussures Polyvalentes;Chaussures;Chaussures;9465868;AFERMANI3;62238
bottines;Bottes;Chaussures Polyvalentes;Chaussures;Chaussures;8711171;GOODWINSMITH1;58402
combishort;"Robes/combinaisons ";Vêtements d’une Pièce;Vêtements;Vêtements;10183623;BERSHKA34;66102
slip de bain brésilien;Maillot de bain - Bas;Balnéaire;Vêtements;Vêtements;10333342;BMOON39;67351
corsaire de running;"Vêtements de Sport – Vêtements pour le Bas du Corps ";Vêtements de Sport;Vêtements;Vêtements;10484092;FREDDY9;67999
gilet sans manches;"Vestes/Manteaux/Cardigans/Gilets ";Vêtements pour le Haut du Corps;Vêtements;Vêtements;10183915;BERSHKA34;66102
jupe portefeuille;Jupes;Vêtements pour le Bas du Corps;Vêtements;Vêtements;10493781;YERSE10;68040
pochette;Sacs à mains / à bandoulière;Sacs personnels/Bagages/Parapluies;Accessoires Corporels;Accessoires corporels;9963074;CRUCIANIC1;65133
sac à rabat;Sacs à mains / à bandoulière;Sacs personnels/Bagages/Parapluies;Accessoires Corporels;Accessoires corporels;9668083;ACARDONE4;63573
sandales à talons compensés;Chaussures classiques;Chaussures Polyvalentes;Chaussures;Chaussures;8869475;BUFFALO28;59369
blouse;Chemises/Chemisiers/Polos/T-shirts;Vêtements pour le Haut du Corps;Vêtements;Vêtements;10257872;ADAGATTI7;66955
bottes de pluie;Chaussures classiques;Chaussures Polyvalentes;Chaussures;Chaussures;8904943;MELISSA7;59551
cardigan;"Vestes/Manteaux/Cardigans/Gilets ";Vêtements pour le Haut du Corps;Vêtements;Vêtements;10625838;BERSHKA35;68401
chaussons;Chaussures d'Intérieur – Entièrement Fermées;Chaussures d'Intérieur;Chaussures;Chaussures;10002283;ISOTONER37;65406
chaussures de randonnée;Sports spécifiques;Chaussures de Sport;Chaussures;Chaussures;9309001;MERRELL15;61175
cravate;"Écharpes/Cravates/Foulards ";Accessoires Vestimentaires;Vêtements;Vêtements;10473132;AZZARO45;64721
t-shirt;Chemises/Chemisiers/Polos/T-shirts;Vêtements pour le Haut du Corps;Vêtements;Vêtements;10182935;BERSHKA34;66102
tunique;Chemises/Chemisiers/Polos/T-shirts;Vêtements pour le Haut du Corps;Vêtements;Vêtements;9954290;BLOLA13;65081
sac bourse;Sacs à mains / à bandoulière;Sacs personnels/Bagages/Parapluies;Accessoires Corporels;Accessoires corporels;6516361;JLSCHERRER31;46593
sacoche;Sacs à mains / à bandoulière;Sacs personnels/Bagages/Parapluies;Accessoires Corporels;Accessoires corporels;9991715;ANTONYME4;65339
sacoche d'ordinateur;Porte-Documents;Sacs personnels/Bagages/Parapluies;Accessoires Corporels;Accessoires corporels;9844263;ARUIZ88;64429
sous-pull;"Sweat-shirts/Pulls ";Vêtements pour le Haut du Corps;Vêtements;Vêtements;10258012;ADAGATTI7;66955
sweat;"Sweat-shirts/Pulls ";Vêtements pour le Haut du Corps;Vêtements;Vêtements;10183329;BERSHKA34;66102
tankini - haut;Maillot de bain - Haut;Balnéaire;Vêtements;Vêtements;10278351;JROBIN7;67115
cuissardes;Bottes;Chaussures Polyvalentes;Chaussures;Chaussures;9631681;LKELLY6;63364
espadrilles;Chaussures classiques;Chaussures Polyvalentes;Chaussures;Chaussures;9850740;ALDO13;64464
manchons;"Gants/Moufles ";Accessoires Vestimentaires;Vêtements;Vêtements;9413091;AYNEOSENS9;61253
pantalon;"Vêtements de Sport – Vêtements pour le Bas du Corps ";Vêtements de Sport;Vêtements;Vêtements;10410851;BIKKEMBERGS38;67701
pantalon de sport;Pantalons/Shorts;Vêtements pour le Bas du Corps;Vêtements;Vêtements;10263596;CDSPORTS3;67015
sac;Sacs à mains / à bandoulière;Sacs personnels/Bagages/Parapluies;Accessoires Corporels;Accessoires corporels;9953611;CNOIR17;65073
babies;Chaussures classiques;Chaussures Polyvalentes;Chaussures;Chaussures;10756640;ANDREACONTI4;68707
